ID,A,B,感情
1_8335,今度、大勢の人の前でスピーチするんだ。,それは大変だね。,自信がある
1_8336,自分の結婚式に呼んだ友達が、私のこと結婚式に呼んでくれなかったんだよ。本当にひどい！,そうなんだ。今でもやりとりはあったの？,激怒する
1_8337,今度、結婚式に子連れで参加するんだけど、子供が騒がないか心配なんだ。,それは心配だよね。お子さん、初めてなの？,不安に思う
1_8338,カタログギフトで、ソファーを頼んだんだ。届くの楽しみ。,それは、届くのが待ち遠しいね。,待ち望む
1_8339,結婚式でカタログギフトもらったんだけど、商品選びがとっても楽しいの。,わかるよ。いろんな種類の商品があるもんね。,楽しい
1_8340,今日、結婚式の余興で懐かしい曲が流れたんだ。,へーどんな曲？,懐かしい
1_8341,感染症のせいで、孫が来れなくなったから、残念です。,それは、残念ですね。困りますよね。,がっかりする
1_8342,来週、初孫と初めて会うんですよ。緊張します。,そうなんですね、おめでとうございます。,心構えする
1_8343,私には孫がいないので、孫がたくさんいる友人が羨ましいです。,そうなんですね。きっとそのうち、お孫さんが生まれますよ。,羨ましい
1_8344,孫にプレゼントをあげたら、喜ばれたんですよ。,それは良かったですね。お孫さんおいくつですか？,満足
1_8345,孫に、「おばあちゃんの手、シワシワだね」って言われちゃったんですよ。,まあ、それはショックですね。,打ちのめされる
1_8346,この間、孫にすっぴんを見られちゃって、恥ずかしかったですよ。,そうだったんですね。普段は、いつもお化粧をしていらっしゃるの？,恥ずかしい
1_8347,来月、孫が就職するのでお祝いを用意したんですよ。,それはおめでとうございます。,思いやりを持つ
1_8348,昔はよく遊びに来ていたのに、最近孫が家に来ないんですよ。,それは、寂しいですね。,感傷的になる
1_8349,この間、孫が荷物を運んでくれたんですよ。すっかり頼もしくなりました。,それは、嬉しいですね。おいくつになられたんですか？,信頼する
1_8350,最近、腰が曲がってきてしまって、なんだか恥ずかしいです。,年を取ってくると、段々体がそうなってきますよね。,恥じる
1_8351,年のせいで、体が思うように動かないんですよ。,それは、心配ですね。最近ですか？,懸念する
1_8352,本当は誰の世話にもなりたくないんですが、年を取ったのでそうもいかなくて。,わかりますよ。自分でできないことが増えてきますよね。,誠実な気持ち
1_8353,昨日、孫が急に結婚相手を連れて、遊びに来たんですよ。,そうなんですか。おめでとうございます。,おどろく
1_8354,来年、初めてのひ孫が生まれるんですよ。,それは、おめでとうございます。,わくわくする
1_8355,今、嫁が妊娠しているんだけど、体を冷やすから困るのよ。,それは、心配ですね。,怒る
1_8356,先日、息子が会社の重役になったんですよ。,それは良かったですね。すばらしい息子さんですね。,誇りに思う
1_8357,今度、息子が早期退職するらしいんですよ。,それは、驚きですね。,悲しい
1_8358,最近、入れ歯が合わなくて食事をしにくいんですよ。,それは、辛いですね。,いらいらする
1_8359,昨日、バスに乗っていたら青年が席を譲ってくれたんです。,優しい青年ですね。,感謝する
1_8360,私はまだまだ若いと思っているのに、年寄扱いされるんですよ。,それは、辛いですね。,さびしい
1_8361,入院中、夜中に叫び声が聞こえたんだ。怖かった。,それは、怖いね。大丈夫だった？,怖い
1_8362,出先で、大きな爆発事故が起こったんだよ。,え？大丈夫なの？,恐ろしい
1_8363,今日バイトで、店内が忙しくなってきたんだけど、時間だから帰ったんだ。,そうなんだ。判断が難しいところだね。,うしろめたい
1_8364,今日、来店したお客さんがプロポーズをしたんだよ。,それは、おめでたいね。,感動する
1_8365,今日バイト先で、酔っぱらったお客さんが絡んできたの。,それは嫌だったね。よくあるの？,嫌悪感を抱く
1_8366,今度バイト先に、テレビの取材が来ることになったんだ。,それは楽しみだね。芸能人、来るのかな？,期待する
1_8367,バイト先でよくメニューが増えるんだけど、すぐ覚えられるんだ。,それはすごい記憶力だね。,自信がある
1_8368,信号待ちしてたら、後ろから追突されたんだよ。本当に嫌だった。,それは大変だったね。ケガはなかった？,激怒する
1_8369,一緒に働いているスタッフが、２人も休みらしいよ。店内回せるか不安だ。,それは困ったね。他に空いている人はいないの？,不安に思う
1_8370,今度、バイト先の店長が交代するらしいんだ。,そうなんだ。どんな人かな？,待ち望む
1_8371,新しい店長がとっても優しいから、毎日バイトが楽しいよ。,それは良かったじゃない。,楽しい
1_8372,先日買い物をしていたら、昔一緒に働いていた人にばったり会ったんだ。,へー、そんなことがあったんだね。,懐かしい
1_8373,いいなと思っていた人が、結婚しちゃったんだ。,それは残念だね。,がっかりする
1_8374,本社から社員の人がお店に来るから、緊張する。,そうなんだ。がんばってね。,心構えする
1_8375,一緒に働いている子が、昇給したみたいなんだ。いいなぁ。,そうだったんだね。きっと君も昇給するよ。,羨ましい
1_8376,今度、初めてボーナスをもらえることになったんだ。,それは良かったね。おめでとう。,満足
1_8377,人員削減で、今度解雇されるかもしれないんだ。,それはショックだね。確実なの？,打ちのめされる
1_8378,上機嫌で接客をしたら、それが知り合いだったんだ。恥ずかしいところを見られたよ。,そんな、恥ずかしいってことはないんじゃない？,恥ずかしい
1_8379,昨日、知り合いがお店に来たから、デザートをサービスしてあげたんだ。,それは喜ばれただろうね。,思いやりを持つ
1_8380,働いているカフェが、閉店することになったんだ。,それはショックだね。,感傷的になる
1_8381,バイト先の店長、スタッフたちのことをよく見てくれているんだ。,良い店長で、良かったね。,信頼する
1_8382,店長のこと、年上だと思って接していたら、年下だったんだ。,自分より上の役職だと、ついそう思っちゃうよね。,恥じる
1_8383,新しいスタッフを教育することになったんだけど、自分にできるかな。,大変だね。でもマニュアルとかあるんでしょ？,懸念する
1_8384,接客業をしてるんだけど、実は人付き合いが苦手なんだ。,てっきり、得意だと思っていたよ。意外だな。,誠実な気持ち
1_8385,今朝、バイト先に芸能人の人が来て、コーヒーを買っていったの。,本当？それはラッキーだね。,おどろく
1_8386,来週、彼氏と一泊旅行に出かけることになったんだ。,それは嬉しいね。いいなぁ。,わくわくする
1_8387,今日バイトの途中で、順番を守らないお客さんがいて困ったよ。,困ったお客さんがいたものだね。,怒る
1_8388,教育したスタッフが、ようやく一人立ちしたんだ。,それはがんばったね。君のおかげだよ。,誇りに思う
1_8389,同僚が、病気で入院しちゃったんだ。,それは辛いね。重い病気なの？,悲しい
1_8390,バイト先でテーブルを片付けようとしたら、ひどい散らかりようだったんだよ。,仕事とはいえ、大変だったね。,いらいらする
1_8391,バイト先で、とってもきれいにテーブルを片付けてくれていたお客さんがいたんだよ。,それは嬉しかったね。,感謝する
1_8392,優しくしてくれた先輩が、仕事を辞めることになったんだ。寂しくなるな。,それは寂しいね。,さびしい
1_8393,今日、バイト先で喧嘩が始まって怖かった。,それは怖かったね。すぐに収まったの？,怖い
1_8394,恐ろしいことに、バイト先に爆破予告が届いたんだ。,本当に？それでどうなったの？,恐ろしい
1_8395,今日バイト先に苦手なお客さんが来てさ、思わず後輩に接客お願いしちゃったよ。,よほど苦手なお客さんなんだね。,うしろめたい
1_8396,接客したお客さんが、テーブルの上に感謝のメッセージを残してくれていたんだ。,それは嬉しいね。,感動する
1_8397,昨日お客さんに、無理な注文をされて困ったよ。,そんなお客さんがいるんだね。,嫌悪感を抱く
1_8398,今度、芸能人がよく来るっていうレストランで、働くことになったの。,それはおめでとう。,期待する
1_8399,お客さんの注文は、ちゃんと忘れずに覚えることができるんだ。,すごい記憶力だね。,自信がある
1_8400,今日、一生懸命に作った料理を、スタッフが運ぶときに落としたんだよ。,それはもったいなかったね。,激怒する
1_8401,最近、お店に予約が入らないんだ。,それは辛いね。,不安に思う
1_8402,今度キャンペーンが開催されるから、お店にお客さんが戻ってくるといいな。,キャンペーンがあれば、きっとお客さんも来るよ。,待ち望む
1_8403,昨日お店で、新しいメニューの試食会があったんだ。,試食会なんてあるんだね。いいなぁ。,楽しい
1_8404,昔のメニューが、期間限定で提供されることになったんだ。,それは楽しみだね。いつから？,懐かしい
1_8405,近くのお店がさ、キャンペーンの対象外でがっかり。,それはアンラッキーだね。,がっかりする
1_8406,海外スターが、今度バイト先に来ることになったんだ。,本当に？それはとっても楽しみだね。,心構えする
1_8407,昨日バイト先に芸能人が来店してさ、同僚が話をしてたんだ。,それは羨ましいね。,羨ましい
1_8408,昨日バイト先で、ちゃんと順序良く接客することができたんだ。,とてもがんばったんだね。,満足
1_8409,今日、バイト先で店長に叱られたんだ。しかもお客さんたちのいる場所で。,それはショックだね。何があったの？,打ちのめされる
1_8410,お客さんにお水を提供しようと思ったら、こぼしちゃったんだ。,お客さんは濡れなかった？,恥ずかしい
1_8411,今日のお客さんに子連れの人がいたから、個室を案内してあげたんだ。,お客さん、喜んだでしょうね。,思いやりを持つ
1_8412,常連さんで、最近来ないなと思っていた人が、どうやら亡くなってたらしいんだ。,それはショックだね。,感傷的になる
1_8413,後輩が慣れてきたから、メインの料理を作ってもらったんだ。,それでどうだった？,信頼する
1_8414,職場で自慢の料理を作ったんだけど、ちょっと焦がしちゃったんだ。,珍しいこともあるものだね。,恥じる
1_8415,今度料理に必要な材料が、値上げするらしいんだ。,それは困ったことだね。,懸念する
1_8416,うちの店、値上げはしていないんだけど、実は料理の量を減らしてるんだ。,そんな裏話があるんだね。聞いちゃっても良かったの？,誠実な気持ち
1_8417,先日レストランに行ったら、注文したお料理と全く違うものが提供されたんだ。,それはびっくりだね。どうしてなんだろうね？,おどろく
1_8418,貸し切りパーティを開くことになったから、とっても楽しみ。,いいね。どこで開くの？,わくわくする
1_8419,レストランでお料理を食べてたら、中にハエが入っていたの。,嘘でしょ？それは嫌だったね。,怒る
1_8420,レストランの後輩に料理を作ってもらったら、上出来で嬉しかったよ。,それは嬉しいですね。,誇りに思う
1_8421,昨日、夫に料理を作ったんだけど、残されちゃって悲しかった。,それはショックだね。,悲しい
1_8422,うちの主人、私が作ったお料理に必ず文句を言ってくるの。,それは嫌ですね。,いらいらする
1_8423,うちの妻、遅く帰っても必ず起きて待っていてくれるんだ。,いい奥さんを持ったね。,感謝する
1_8424,家に帰ったら、全部電気が消えてて真っ暗だったんだ。,奥さんたち、みんな寝てたの？,さびしい
1_8425,妻がなんだか機嫌が悪くて、話もしてくれないんだ。,一体、何があったんだろうね。,怖い
1_8426,この間飛行機に乗っていたら、かなり揺れて恐ろしかったよ。,わかるよ。飛行機揺れると、落ちるんじゃないかって思うよね。,恐ろしい
1_8427,出張なんだけど、家族を置いてリゾート地へ行くのはなんだか心苦しいよ。,出張でリゾートとはいいね。でも仕事だから、しょうがないさ。,うしろめたい
1_8428,出張先から成田空港に到着したら、家族が待っていてくれたんだ。,それは嬉しかったですね。,感動する
1_8429,飛行機の中で、電気が消えてるのに後ろのカップルがずっと話をしていたんだ。,そのカップルははしゃいでたんでしょうけど、迷惑でしたね。,嫌悪感を抱く
1_8430,飛行機の中で、公開中の映画が見れるみたいだから楽しみなんだ。,機内に、そんなサービスがあるんですね。,期待する
1_8431,今年は部員一丸となって練習に励んだので、全国大会は金賞をとる自信があるわ！,何部の大会なの？,自信がある
1_8432,友達に大切にしているDVDを貸したのに、全然返してくれないからものすごく怒っちゃった。,それは困るわね、どのぐらい貸しているの？,激怒する
1_8433,今度初めて海外旅行にいくんだけど、すごく不安だわ。,初めての海外旅行は、不安になっちゃうわよね。誰と行くの？,不安に思う
1_8434,大好きな役者さんが主演の舞台、チケットか取れなくて観に行けなかったから、円盤化を待ち望んでいるの。,あら、残念ね、そんなにチケット取りにくかったの？,待ち望む
1_8435,先週修学旅行だったんだけど、すっごく楽しかったよ。,どこに行ってきたの？。,楽しい
1_8436,教育実習で母校に行ったんだけど、担任の先生とか思い出の教室とか、すごく懐かしかったわ。,わぁ、高校とか懐かしいなぁ。卒業以来行ったことないわ。,懐かしい
1_8437,マネキンが着ていたコーディネートがすっごく可愛かったから、その通りに試着してみたんだけど全然似合わなかったの。,衝動買いしなくてよかったわね。,がっかりする
1_8438,明日は第一志望の企業の最終面接なの。心構えして臨まなくちゃいけないわ！,最終面接なんて緊張するわね！,心構えする
1_8439,スタイルのいい人って、何を着ても似合うから羨ましいわぁ。,わかる、わかる、スタイルのいい人って何でも着こなせるイメージがあるわ。,羨ましい
1_8440,髪色を変えたんだけど、秋らしい色合いになって、とっても満足しているの。,秋らしい色合いって、何色に変えたの？,満足
1_8441,就活がうまくいかなすぎて打ちのめされているの。,就活、大変なんだね。,打ちのめされる
1_8442,私、人前で話すことがとても恥ずかしいから、プレゼンとかがすごく苦手なの。,わかるわぁ、私も苦手だよ。緊張してカミカミになっちゃう。,恥ずかしい
1_8443,電車で座ってたら、かなり高齢のおばあさんが乗ってきたから、席を譲ってあげたわ。,おばあさん、とても嬉しかったと思うわ！,思いやりを持つ
1_8444,雨の日にショパンの雨だれっていう曲を聴くと、とても感傷的になってしまうわ。,ショパンの雨だれってどういう曲なの？,感傷的になる
1_8445,かかりつけの耳鼻科の先生は、必要最低限のお薬しか処方しないから、すごく信頼しているの。,とりあえず抗生物質出しとけばいいよねっていう先生もいるものね。,信頼する
1_8446,見た目が派手なバイトの子が入ってきたんだけど、色眼鏡で見てしまっていたことを恥じているわ。,初めて会う人は、たいてい第一印象で判断しちゃうものだからしょうがないわよ。,恥じる
1_8447,CAを志望しているんだけど、今年は航空業界の業績が軒並み悪化してるから、新卒採用が中止にならないかと懸念しているの。,最近そういう話題を、ニュースでよく聞くわね。,懸念する
1_8448,今の彼氏とは長続きできるように、誠実な気持ちでお付き合いしていこうと思ってるの。,長続きしたいような、素敵な彼氏なの？,誠実な気持ち
1_8449,関西出身なんだけど、関東に来たら食パンの8枚切りが売られていることに驚いたよ。,え、普通じゃないの？食パンって、普通に6枚切りと8枚切りだよね？,おどろく
1_8450,今度の連休、サークルのみんなでバーベキューに行くから、とってもわくわくしているの。,楽しそうだね、何のサークルに入っているの？,わくわくする
1_8451,昨日滑り台で子どもを遊ばせてたんだけど、逆側から登ってくる小学生がいたから怒っちゃったわ！,あれって、すごく危険だよね。ぶつかったらケガしかねないもの！,怒る
1_8452,息子が理科の自由研究で、入賞したのよ！,あら、息子さんすごいわね、おめでとう。,誇りに思う
1_8453,久しぶりにデパートに行ったら、お気に入りの口紅の色が廃番になってたの。とっても悲しいわ。,わかるわぁ、気に入ってた色が廃盤になるのって、すごく悲しいわよね。,悲しい
1_8454,出がけに自転車の鍵が見当たらなくって、とってもイライラしちゃったわ！,あるある、そういうこと！自転車のカギは見つかったの？,いらいらする
1_8455,電車で具合が悪くなっちゃったんだけど、OLさんが席を譲ってくれて助かったの。,他人から見ても具合が悪いってわかるほどだったの？,感謝する
1_8456,卒業したら、友達みんな別々の大学に進学するから、とってもさびしいわ。,同じ大学に行く人はいないんだね。,さびしい
1_8457,私、ピエロが怖くて見れないんだよね！,映画のジョーカーのピエロのこと？,怖い
1_8458,神戸港で阪神淡路大震災の爪痕を見たけど、すごく恐ろしかったわ。,まだ震災の爪痕が残っているところがあるの？,恐ろしい
1_8459,兄に作文を手伝ってもらって提出したんだけど、先生に褒められてみんなの前で読まれちゃったんだよ。,うわぁ、それは結構恥ずかしくていたたまれない感じになっちゃうね。,うしろめたい
1_8460,今日卒業式だったんだけど、担任からの言葉に感動してみんなで号泣したのよ。,先生はなんておっしゃったの？,感動する
1_8461,妻のスマホが鳴ったから、画面をたまたま見ちゃったんだけど、知らない人からの通知だったんだよね。,そうなんだ。男の名前なの？,嫌悪感を抱く
1_8462,年末の宝くじは買った？わたしは買いたいものがあるから、宝くじに望みをかけてる。,買ったよ～！何が欲しいのよ？,期待する
1_8463,和食料理が得意だから、家でも煮物はよく食べるよ。,家庭的だね。どこかで習ったの？,自信がある
1_8464,美容室で前髪を短く切られた。ほんと最悪すぎる！,前髪は致命的だね。どんまい。,激怒する
1_8465,肌が弱いから、ヘアカラー剤で頭皮が荒れないか心配だ～。,ヘアカラーしたことないの？,不安に思う
1_8466,今日のお昼は予約注文していたパンなんだ～！食べるの楽しみだ！,いいな～。いつ予約したの？,待ち望む
1_8467,久しぶりに家族で集まって、今日は楽しかったよ。,実家に行ったの？,楽しい
1_8468,昨日は実家に帰ったよ～。実家で飼っている犬にも久しぶりに会えた！,良かったね～。わんちゃん元気だった？,懐かしい
1_8469,友達に約束をドタキャンされちゃった。だから暇になってしまったよ。,残念だったね。何する予定だったの？,がっかりする
1_8470,ジェットコースターに乗る順番が近づいてきたよ。,結構並んでるの？,心構えする
1_8471,決算手当のボーナスは、正社員だけだったよ～。貰いたかった～。,そっか～。残念だったね。,羨ましい
1_8472,去年より給料が高くなったよ！やった～！,おめでとう！昇給したのかな？,満足
1_8473,まだ新築なのに、壁紙に傷が付いちゃった。ショックが大きいよ～。,結構目立つ傷なの？,打ちのめされる
1_8474,ゴミ出しってパジャマで行く？着替える？,一応着替えるかな～。,恥ずかしい
1_8475,ゴミ捨て場が荒れていたので、気になって掃除をしてきました。,立派ですね。私ならきっと見なかったことにしてしまいます。,思いやりを持つ
1_8476,手術前に、急に怖くなって泣いちゃった。,手術は不安だよね～。我慢は必要ないと思うよ。,感傷的になる
1_8477,県一番の腕と評判の先生に、胸の形成手術をお願いしたんだ～！,腕のいい先生なら安心だね。,信頼する
1_8478,手術着がほぼ裸の状態だったの！太っているから恥ずかしすぎた。,手術室で着替えたの？,恥じる
1_8479,彼女が出来ないまま、高校生活が終わりそうだ。,まだ時間あるから頑張ってみたら？,懸念する
1_8480,デートの際は必ず門限を守ってるよ。,一度も門限を破ったことないの～？,誠実な気持ち
1_8481,近所のスーパーに行ったら、同僚に会ってビックリしたよ！,家近いの～？ビックリだね。,おどろく
1_8482,この前コーヒーメーカーを買ったんだ。使うの初めてだからドキドキするよ～。,いいな～！美味しく飲めるといいね。,わくわくする
1_8483,通販で頼んだ荷物の箱が潰れてた～。宅配便のお兄さんに文句言っちゃったよ。,どこかで雑に扱われたのかね～。,怒る
1_8484,弟が警察官になったよ～！家族として誇らしいわ！,そうなんだ！素晴らしいね！おめでとう。,誇りに思う
1_8485,化粧品売り場によく置いてある、肌年齢を診断できる機械って使ったことある？,ないよ～！試したの？,悲しい
1_8486,歯磨き粉が無くなりそう～。最後らへんの中々出てこない時って腹立たない？,わかる！たまに爆発して出るときもあるよね！,いらいらする
1_8487,焼肉屋でホルモンを一皿オマケしてくれた～！,サービスいいね！,感謝する
1_8488,遠方に引っ越ししてから、中々実家に帰省出来なくなった。前は頻繁に帰ってたから寂しいわ。,そっか～。遠いと時間もお金もかかるから、中々帰れないよね。,さびしい
1_8489,さっき、駅前で包丁を持って歩いている人がいたんだけど！めっちゃ怖くなって急いで帰ってきたわ。,え、怖すぎる。むき出しで持ってたの？,怖い
1_8490,カラスって突然襲ってくることがあるらしいから、怖いよね。,そうだね。時期にもよるみたいだけど凶暴化するらしいね。,恐ろしい
1_8491,友達に頼まれて、夫に内緒で合コンに参加しちゃった。,そうなんだ。人数合わせでお願いされたの？,うしろめたい
1_8492,レストランでサプライズケーキが出てきて、嬉しくて泣いちゃった。,え～良かったね！何のお祝いだったの？,感動する
1_8493,この前、洋食屋で注文した料理に虫が混入してて、気持ち悪かった。,え～虫とか最悪だね。どのタイミングで気が付いたの？,嫌悪感を抱く
1_8494,カラオケで100点出してみたい～！,無理でしょ～！わたしは80点台が限界だ。,期待する
1_8495,最近テレビで激辛料理にチャレンジする番組をよく見るんだけど、わたし完食する自信あるわ！,え、すごい！辛いの得意なの？,自信がある
1_8496,この前行ったお店で、クレジット決済が二重に行われていたんだよね。請求きてびっくりよ。,そうなんだ。それでどうしたの？,激怒する
1_8497,QR決済をしたいんだけど、レジでもたつきそうで不安。,最初はみんな慣れていないから大丈夫だよ！,不安に思う
1_8498,最新のスマートフォンがもうすぐ発売されるんだ！買い替える予定なの！,いいな～！新しい機能とかあるの？,待ち望む
1_8499,久しぶりに縄跳びしたよ。,え～！縄跳び買ったの？,楽しい
1_8500,この前孫が来ていたから、折り紙で久しぶりに遊んだよ。,そうなんだ！折り方覚えてた？,懐かしい
1_8501,ダイエット中なのに、体重が増えてしまってショックだ。,何か食べすぎたの？,がっかりする
1_8502,久しぶりに車で遠出するんだ～。知らない道走るのって緊張しちゃう。,お出掛けいいね！普段はあまり運転しないの？,心構えする
1_8503,夫婦共働きなんだけど、妻は週に3日も休日があるんだよね～。休みが多くて羨ましい。,あなたは週に2日の休みなの？,羨ましい
1_8504,久しぶりに有給休暇を取れた～！今日はゆっくり休めたよ。,そっか～！ゆっくりできて良かったね。特になにもしなかったの？,満足
1_8505,明日から連休の予定だったのに、急な仕事が入ってしまった。,え～そうなんだ！休めそうなの？,打ちのめされる
1_8506,昨日会社の飲み会があったんだけど、醜態を見せたかもしれない。,え？何があったの？覚えていないの？,恥ずかしい
1_8507,わたしは毎朝夫にコーヒーを入れるよ！,え～優しいね！朝起きたらコーヒーが出てくるとか最高だわ！,思いやりを持つ
1_8508,今朝、祖父が亡くなったんだ。大好きだったから本当に辛い。,そっか～。残念だったね。,感傷的になる
1_8509,今日は夫婦で外出するんだ～。,デートか！いいな。子供は？,信頼する
1_8510,昔は義母を敵だと思っていた時期があったよ！,そうなんだ！どうやって解決したの？,恥じる
1_8511,鼻血って出る？わたしはよく出ちゃうんだよね～。,人生で1度くらいしか出たことないよ！よく出るって大変そうだね。,懸念する
1_8512,デートの飲食代はいつも割り勘だよ！,そうなんだ！奢ってほしくない？,誠実な気持ち
1_8513,運転中に鹿を見つけたよ！,え～いいな。見てみたい！,おどろく
1_8514,週末は流氷観光に出掛けるんだ～！,お～！流氷見られそうなの？,わくわくする
1_8515,昨日、娘がこっそりと夜中に外出していたんだ。抜け出すのは初めてって言ってたけど、信じられない！,そうなんだ。玄関から出たの？,怒る
1_8516,うちの息子が、クラスで一番の成績をとったよ。ほんと誇らしいわ！,一番は嬉しいね！,誇りに思う
1_8517,家の前にゴミが落ちていたんだけど、誰かがわざと捨てたのかな～。悲しい。,袋に入ってたの？,悲しい
1_8518,動画がスムーズに再生されないのって腹立つよね。大事なシーンで固まると嫌になる。,そうだね。固まったりすると、再生するの辞めちゃうわ。,いらいらする
1_8519,友達が漫画の最新刊を貸してくれたんだ～！,いいね～！好きな漫画なの？,感謝する
1_8520,俳優の遺作となるドラマが終わっちゃった～。もう見られないと思ったら寂しくなった。,そっか～。複雑な気持ちで見てしまうね。,さびしい
1_8521,雨の日の階段って怖くない？,まあ～、少し滑りやすいよね。,怖い
1_8522,庭いじりをしていたら、蜂がいて怖くて逃げてきた。,蜂は怖いよね～。危険な蜂を見分ける知識がないから、全部危険だと思っちゃう。,恐ろしい
1_8523,夫のお金で、うに丼を食べてきたんだけど、後から申し訳ない気持ちになってしまった。,そうなんだ。お金くれたの？良かったじゃん！,うしろめたい
1_8524,観光地で食べた、海鮮丼が美味しすぎて忘れられないよ。,そうなんだ～。新鮮だったの？,感動する
1_8525,昨日、夫が友達を連れて急に帰ってきたんだ。,え～！連絡とかも無しで？,嫌悪感を抱く
1_8526,これからスーパーに行ってくる！卵が特売価格であることを願って！,行ってらっしゃい！チラシとか見ないの？,期待する
1_8527,サッカーをしていたので、体力には自信あるよ！今も筋トレしてるし！,すごいね～！どれくらいサッカーしていたの？,自信がある
1_8528,子供が家の床に落書きをしてしまって、今日は掃除するのに疲れたよ。,そっか～。お疲れ様。だいぶ落ちにくかったの？,激怒する
1_8529,天井に怪しいシミがある！もしかしたら雨漏りの跡かもしれない。,え～！雨漏りだったら最悪だね。,不安に思う
1_8530,もうすぐで新居が完成するんだ～！ぜひ遊びに来てね！,おめでとう！落ち着いたら遊びに行くね。,待ち望む
1_8531,今日は家でカラオケの練習をしたんだ～！思う存分歌えたから楽しかった。,どうやって練習したの？,楽しい
1_8532,久しぶりにポケモンのゲームをしたよ。夢中になって真夜中まで遊んでしまった。,昔流行ってたよね！なんか変わってた？,懐かしい
1_8533,今加湿器が欲しいんだけど、狙っていた機種が値上がりしてしまった。,買うタイミングって難しいよね！,がっかりする
1_8534,あと1週間で入社式だ～。緊張するよ～。,もうそんな時期なんだね！頑張って来てね！,心構えする
1_8535,大型犬を飼っている友達がいるんだ～！,え～！大型ってすごいね！見に行ったことあるの？,羨ましい
1_8536,大手企業への就職が決まりました！,お～！おめでとう！,満足
1_8537,4月から就職予定だった企業が倒産したらしい。,え、連絡があったの？,打ちのめされる
1_8538,昨日、塾の先生に間違ってお母さん！って言ってしまったよ～。恥ずかしすぎて消えたかった。,おもしろいね～！めちゃくちゃ馬鹿にされたんじゃない？,恥ずかしい
1_8539,失恋した友達を、励ましたくてご飯に誘ったんだよね。どうしたら元気出るかな～？,え～優しいね。失恋は残念だったけど、あなたがそばにいてくれるだけで、きっと心強いよ。,思いやりを持つ
1_8540,クラスの同級生が、通学途中に自損事故で亡くなってしまった。,え！亡くなったの？辛いよね、大丈夫？,感傷的になる
1_8541,今日は担任の先生に、面接の練習をしてもらったんだ！先生は会社員の経験もあるから、相談しやすいんだ。,お～良かったね！出来はどうだった？,信頼する
1_8542,生理中ってイライラするよね。今日は後輩にあたってしまったんだ。,イライラするよね～。後輩なんかしたの？,恥じる
1_8543,明日のプレゼンの進行が上手くできるか心配だ～。,お～！頑張って！,懸念する
1_8544,喫茶店が混んできたので、早めに帰ってきたよ。,そうだったんだね～。落ち着かなかったの？,誠実な気持ち
1_8545,昨日喫茶店でバイトだったんだけど、常連のお客さんがお年玉をくれたの！,え～すごいね！いくら貰えたの？,おどろく
1_8546,今年のクリスマスは、雪が降るらしいよ！ホワイトクリスマスなんてロマンチックだね～。,そうなんだ！たのしみだね～。,わくわくする
1_8547,妻がすぐに服を買い替えるんだよね～。浪費しすぎって怒ったよ。,そうなんだ。すぐ着なくなるのは勿体ないね。,怒る
1_8548,わたしはたまたまなんだけど、社長を乗せて運転したことがあるよ！そんな社員、数人しかいないと思う！,え～すごいね。どうして運転する経緯になったの？,誇りに思う
1_8549,信頼していた先輩から、セクハラ発言を受けて泣いてしまった。,え～！それはショックだね。,悲しい
1_8550,つまらないことで彼と口論してしまった。いつも同じ展開になってしまう。もう嫌だよ～。,そうなんだ～。お互いに身を引かないの？,いらいらする
1_8551,毎年誕生日に友達からメールがくるんだ。,そうなんだ～！それは嬉しいね！,感謝する
1_8552,夫が出張で家に居ないんだよね～。だから今日は家がシーンとしてる。,そうなんだ！羽を伸ばせて嬉しくないの？,さびしい
1_8553,インターホンの映像に、知らない男性が映っているんだけど、誰かわからなくて怖い。,勧誘とかなんじゃない？,怖い
1_8554,非通知の電話が真夜中にあったよ。,非通知は怖いね～。拒否にしたら？,恐ろしい
1_8555,仕事をやり残して連休に入ることになった。なんか心が休まらないよ～。,その仕事は連休明けにするの？,うしろめたい
1_8556,弟夫婦に双子の子供が産まれました！,お～！おめでとう！男、女どっち？,感動する
1_8557,お店で買う気が明らかにないのに、長話をしてくるお客がいるんだよね。,え～仕事の邪魔だね～。,嫌悪感を抱く
1_8558,今度こそ接客コンテストで入賞したい！,お～！頑張れ！いつあるの？,期待する
1_8559,部屋を可愛くコーディネートできる自信あるよ！模様替え好きなんだよね。,そうなんだ！わたしの部屋も可愛くしてほしい！,自信がある
1_8560,契約中の月極駐車場に、知らない車が停まってて腹立つわ～！,え、それ怖いね。写真とか撮った？,激怒する
1_8561,夜の間にだいぶ台風が近づいてきますね。朝起きたら電気がつかないのではないかと心配です。,停電する可能性はありそうですね。,不安に思う
1_8562,好きなアニメがあるんですよ、と言っても放送されたのはもう10年も前なんですけれどね。,世代のアニメがありますよね。最近のものは見ないんですか？,待ち望む
1_8563,テレビでケークサレという料理の作り方を放送していたので、家族で作ってみたんです。,ケークサレって家庭でも作れるんですね。,楽しい
1_8564,小学校の同窓会が開かれて、懐かしい面々と顔を合わせました。,へえ、小学校のですか？だいぶ雰囲気が変わった人もいたんじゃないですか。,懐かしい
1_8565,学校帰りにコンビニに寄ったら新作のポテトチップスが売ってたから買ってみたんだけど、あんまり美味しくなかったんだ。,残念だったね。ポテトチップスってショートケーキ味とか、不思議な味のものもあるよね。,がっかりする
