ID,A,B,感情,対話行為
1_6899,今、ルービックキューブにチャレンジしてるんだ。,あれって、すごく難しくない？全部できたことある？,楽しい,質問(YesNo)
1_6931,猫を飼い始めたんだ。,わあ、いいな、いいな。子猫？,楽しい,自己開示
1_6963,最近、子どもの洋服作りに熱中してるんだ。,手が器用なんだね、羨ましいな。,楽しい,自己開示
1_6995,お掃除ロボットって、見ていて飽きないね。,分かる分かる。ついつい、お掃除してるのを見守っちゃうよねー。,楽しい,自己開示
1_7027,最近知り合いに誘われてゴルフを始めたんだけどね、以外に結構楽しくて。,そうなんだ！私やったことないなー。お金かかるんでしょ？,楽しい,確認
1_7059,最近子供がだいぶいろんな事が出来るようになってきましてね。休みの日に一緒に遊ぶのが楽しみで,それは良いですね。どんな事をして遊ぶんですか？,楽しい,自己開示
1_7091,プール教室に通い始めたんだけど、やっと泳げるようになってきたんだ。,すごいね！,楽しい,自己開示
1_7123,最近、大人の塗り絵が流行ってるらしくて買ってみたんだよね。,子供の頃はよくやってたけどね、まさか大人の間でまた流行るとは。,楽しい,自己開示
1_7155,美術館で絵を眺めている時がいちばん楽しいわあ。,えー！音もないし、おしゃべりもできないし、退屈よね。,楽しい,自己開示
1_7187,久しぶりのテニスに行ってきたよ。,楽しかった？,楽しい,質問(YesNo)
1_7219,先日久しぶりに大勢で騒ぎました。,中々人と集まりにくいご時世ですからね、どうでした？,楽しい,質問(What)
1_7251,ご近所に知り合いが出来ました。,へえ、そうなんですか。,楽しい,あいづち
1_7283,久しぶりに友人とカラオケに行きました。,へえ、良いじゃないですか。,楽しい,質問(YesNo)
1_7315,この前、同僚たちでオンライン飲み会を開いてみたんだ。,へ～、どうだった？,楽しい,質問(What)
1_7347,この前、100均で売ってたキットで、羊毛フェルトのマスコットを作ってみたんだ～。,へ～！どう？上手にできた？,楽しい,質問(What)
1_7379,今ね、スマホでパズルゲームをしてるの。,へ～。でも、パズルゲームって難しそう。,楽しい,あいづち
1_7411,先週末、キャンプに行ってきたよ！,キャンプかぁ。どうだったー？,楽しい,応答(平叙)
1_7443,最近さ、家庭菜園を始めたんだ～。,へ～、今どのくらい育ったのー？,楽しい,質問(What)
1_7475,パソコン使い始めてだいぶ経つけど。,どれくらい？,楽しい,質問(What)
1_7507,先週末久しぶりにケーキ作ったんだー！,ケーキ作れるなんてすごいね！私作ったことないよ。,楽しい,自己開示
1_7539,会社の同僚との女子会がとても楽しいです！,どうして会社の同僚との女子会が楽しいのですか？,楽しい,質問(What)
1_7571,友達への結婚祝いを見てきたんだけど、選ぶだけでも楽しかったよ。,何にするか迷いそうだね。,楽しい,自己開示
1_7603,地図を見るのが楽しいな、近くに何があるかとか調べるのが好きなんだ,見るたび新しい発見があるよね,楽しい,自己開示
1_7635,オカルトコレクター田中さんの話が面白い、怪談だけど怖くない笑える、エロ話もするけど嫌らしくなくて楽しいんだよね,そんな人がいるんだ,楽しい,自己開示
1_7667,最近、自転車乗って、ちょっと遠くのお気に入りのカフェでお茶してゆっくりして、また自転車で帰ってくるのが楽しい,楽しそう、ほどよく疲れそうだし、ゆっくり眠れそう,楽しい,自己開示
1_7699,ラジオを聴くのが楽しいよ、私は何かしながらだからラジオが1番いいんだよね、おぎやはぎとか、ナイツとか、どうでもいいことだらだらしゃべってるのがいいな,少ない人数で放送するから落ち着いてていいよね,楽しい,自己開示
1_7731,今日は大型ショッピングモールに行ってきました。,いいお買い物はできましたか？,楽しい,質問(YesNo)
1_7763,フラダンスの体験教室に行ってきたよ。,楽しそうですね！フラダンスは初めてですか？,楽しい,質問(YesNo)
1_7795,友達とカラオケに行ってきたよ。,いいな！楽しかった？,楽しい,質問(YesNo)
1_7827,いまね、将来なりたい自分とか願望を手帳に書いてるんだけど、これが楽しいのなんの！,書くだけですか？,楽しい,質問(YesNo)
1_7859,久しぶりに大人数でご飯を食べて、ほんと楽しかったなぁ！,良かったね。なんの集まりだったの？,楽しい,応答(平叙)
1_7891,私、細かい作業を無心になってするのが好きで、ビーズ細工とか作ってるのが楽しいんですよね。,そうなんだ。それじゃビーズ細工得意なんだ？,楽しい,あいづち
1_7923,Facebookで小学校の同級生を見つけたんだ。,連絡が途絶えた友達見つけると嬉しいよね。,楽しい,自己開示
1_7955,週末は大体、甥っ子達預かって一緒に遊ぶんだけどそれが楽しくて楽しくて。,甥っ子さんは何歳なの？,楽しい,質問(What)
1_7987,家でかき氷作るのって楽しいわ。,そうだね。みんな必死で氷掻いてる姿が笑えるよね。,楽しい,あいづち
1_8019,地元のバーベキューパーティーに行ってきたよ。,楽しかった？,楽しい,質問(YesNo)
1_8051,新しい包丁を買ったんですよ。,包丁を買い替えるタイミングって難しいですよね。,楽しい,自己開示
1_8083,友人の子供たちと誕生会を企画しています。,へえ、面白そう。,楽しい,自己開示
1_8115,最近散歩が趣味なんですよね。,へえ、健康にも良いですし良い趣味じゃないですか。,楽しい,質問(YesNo)
1_8147,初めて彼氏できた。,それは最高だね。どんな感じ？,楽しい,自己開示
1_8179,ジグゾーパズルにハマってしまった。,ジグゾーパズル楽しそうだね。,楽しい,自己開示
1_8211,この前好きな人と飲み会をしたんだ。,二人きりで飲んだの？,楽しい,質問(YesNo)
1_8243,アルバイトを始めたんだけど、毎日楽しいよ。,それはがんばってるね。どんなバイト？,楽しい,自己開示
1_8275,昨日、友人家族と集まってパーティをして楽しかったよ。,それは良かったね。どれくらい集まったの？,楽しい,自己開示
1_8307,昨日の誕生日、彼女とデートして楽しかったよ。,それは良かったね。どこへ行ったの？,楽しい,自己開示
1_8339,結婚式でカタログギフトもらったんだけど、商品選びがとっても楽しいの。,わかるよ。いろんな種類の商品があるもんね。,楽しい,自己開示
1_8371,新しい店長がとっても優しいから、毎日バイトが楽しいよ。,それは良かったじゃない。,楽しい,自己開示
1_8403,昨日お店で、新しいメニューの試食会があったんだ。,試食会なんてあるんだね。いいなぁ。,楽しい,自己開示
1_8435,先週修学旅行だったんだけど、すっごく楽しかったよ。,どこに行ってきたの？。,楽しい,質問(What)
1_8467,久しぶりに家族で集まって、今日は楽しかったよ。,実家に行ったの？,楽しい,質問(YesNo)
1_8499,久しぶりに縄跳びしたよ。,え～！縄跳び買ったの？,楽しい,質問(YesNo)
1_8531,今日は家でカラオケの練習をしたんだ～！思う存分歌えたから楽しかった。,どうやって練習したの？,楽しい,質問(What)
1_8563,テレビでケークサレという料理の作り方を放送していたので、家族で作ってみたんです。,ケークサレって家庭でも作れるんですね。,楽しい,質問(YesNo)
1_8595,ママの友達が欲しいなと思って、赤ちゃんのベビーマッサージの教室に参加してみました。,行ったことはないですが、なんだか楽しそうですね。,楽しい,自己開示
1_8627,もうすぐ結婚するので、今は新婚生活の準備中です。,一番楽しい時ですね！,楽しい,質問(YesNo)
1_8659,ネットの口コミで人気の、良く汚れが落ちる洗剤を買ってみました。,今はネットから商品の情報を集めることができて便利ですね。,楽しい,自己開示
1_8691,昨日、久しぶりに友だちとUSJで遊んできました。,そうなんですね。どうでしたか？,楽しい,あいづち
1_8723,私は漫才とかお笑いの番組が大好きです。,そうなんですね、テレビで見るんですか。,楽しい,確認
1_8755,この前久しぶりに子供に付き合って、家族でオセロをしたんですよ。,いいですね。家族皆で、っていうのが楽しそう。,楽しい,自己開示
1_8787,今日は家族が皆旅行に行ってるから、1人なんだ。家事もせず食事も作らずのんびりしてる。,それはいいね。ゆっくり自分の時間が取れるね。,楽しい,自己開示
1_8819,この前１人カラオケに行ったよ。,１人カラオケって行ったことないなー。,楽しい,自己開示
1_8851,昨晩クラブに行きました。,どこのですか？,楽しい,質問(What)
1_8883,休みの日はオンラインで友だちとゲームをやったよ。,どんなゲームやったの？,楽しい,質問(What)
1_8915,よく家でお菓子作ってるの。,へー、すごいね。趣味なの？,楽しい,自己開示
1_8947,先日スキー場に行ってきました。,スキーをしたんですか？楽しめました？,楽しい,質問(YesNo)
1_8979,ドライブに行ってきたよー！紅葉が始まってて綺麗だったよ。,いいねー。もうそんな季節かー。,楽しい,自己開示
1_9011,最近ね、近所の友達とミシンで作ったものを持ち寄って情報交換し合ってるんだー。,そうなんだ！近所に共通の趣味の友達がいるっていいね。,楽しい,自己開示
1_9043,去年、頑張って教習に通って、ついに念願の車の免許を取ったんだー！,そうなんだ！教習に通ってたんだね、スゴイなー。,楽しい,応答(平叙)
1_9075,新築の家でお料理するの、本当に楽しいな。,キッチンも最新のものなんでしょ？いいな。,楽しい,質問(YesNo)
1_9107,キャンピングカーでの生活、楽しいよ。,いいね。全部、その車の中でできちゃうんでしょ？,楽しい,自己開示
1_9139,子供と映画を一緒に楽しむことができて、嬉しかったよ。,それは良かったね。お子さん、大人しくしてた？,楽しい,自己開示
1_9171,遊園地に初めて子供を連れて行ったんだけど、子供が嬉しそうで良かった。,楽しく過ごせたみたいで、良かったね。,楽しい,自己開示
1_9203,妹と一緒に、食事に出かけたんだ。久しぶりで楽しかったよ。,仲が良くていいね～,楽しい,自己開示
1_9235,最近、ダイエットの効果が表れてきたんだ。,それは良かったじゃない,楽しい,自己開示
1_9267,友達と一緒にツーリングを楽しんだんだ。,良かったね。どのあたりを走ったの？,楽しい,自己開示
1_9299,息子が片言を話せるようになって、とっても楽しいよ。,いいね～どんなことを言うの？,楽しい,質問(What)
1_9331,相撲を近くで観戦したんだ。とても楽しかったよ。,それは臨場感があるだろうね。,楽しい,自己開示
1_9363,夕べはカラオケに行って、友達と盛り上がってきました。,いいですね。,楽しい,自己開示
1_9395,男の料理教室っていうのに行ってきました。,面白そうですね。,楽しい,自己開示
1_9427,今日学校でドッジボールをしていたら、クラスで一番強い球を取ることができたんだ！,やったね！,楽しい,質問(YesNo)
1_9459,こないだ寄席に漫才を見に行ってきました。,おや、いいですね。,楽しい,自己開示
1_9491,家族で海水浴に行ってきました。,いいですね。,楽しい,自己開示
1_9523,テレビで最近評判の芸人さんを見ました。,面白かったですか？,楽しい,質問(YesNo)
1_9555,昨日親とＭ1グランプリ見てたんだけど、みんな面白すぎて今日腹筋痛い。,見るの忘れてたわ。そんなに面白かったんだ？,楽しい,自己開示
1_9587,昨日近所の人とハロウィンパーティーをしたんだ。予想以上に楽しかったよ。,たくさん集まったの？,楽しい,質問(YesNo)
1_9619,今日は、一日中部屋の片づけをしていたよ～。,お疲れ様～。だいぶ片付いた？,楽しい,自己開示
1_9651,昨日は職場の同僚と野球観戦に行ってきたよ～！,いいな～！応援していたところは勝った？,楽しい,質問(YesNo)
1_9683,ネットショッピングは、ついつい商品を買い物かごに入れてしまうよね。,わかるわ～！いつも請求額を見て驚いちゃう。,楽しい,自己開示
1_9715,このあいだ皆で桃鉄したんだけど、めっちゃ楽しかった。,いいなぁ。しかも桃鉄ってところがまたいい！,楽しい,自己開示
1_9747,昨日、新しく買った車で神戸までドライブ行ってきたんです。,お、いいね。走りは快適だった？,楽しい,応答(平叙)
1_9779,久しぶりに家で子供とスマブラして遊んだよ。,子供にこてんぱんにやられたんじゃないのか？,楽しい,質問(YesNo)
1_9811,今日は実家でお餅つきをやってきて、楽しかったー。,家でお餅をつくなんて、本格的だね。,楽しい,自己開示
1_9843,今日、久しぶりにスケートをしてきました。,すごい！滑れるんですか？,楽しい,質問(YesNo)
1_9875,今ね、しずく茶を淹れてるの。,特別なお茶なの？,楽しい,質問(YesNo)
1_9907,一日三回、愛犬と散歩に行っています。,大変そうですね。,楽しい,自己開示
1_9939,晴れた日の洗濯って気持ち良いですよね。,そうですね。,楽しい,あいづち
1_9971,昨日、子どもと公園に行ったんですよ。,昨日は天気が良かったからたくさん人がいたんじゃないですか。,楽しい,質問(YesNo)
1_10003,初めてクラブに来たよ。,クラブってどんな感じなの？,楽しい,質問(What)
1_10035,カジノを初めてやったわ。,カジノってなんか怖いイメージ。,楽しい,自己開示
1_10067,ターンテーブルを買ったよ。,ターンテーブルってDJするやつでしょ？,楽しい,質問(YesNo)
1_10099,久しぶりに友達とサッカーをしたよ。,何年ぶりくらい？,楽しい,質問(What)
1_10131,ジェットコースターが好きなんだけど、この前遊園地空いている時に連続して乗っちゃったよ。,それはいいね！でも、ジェットコースターって楽しいんだけど、何度も乗ってるとクラクラしてこない？,楽しい,質問(YesNo)
1_10163,娘夫婦と孫が帰省して、久しぶりに孫といろいろ遊びました。,それは楽しかったでしょう。お孫さんはまだ小さいんですか？,楽しい,自己開示
1_10195,先週ね、高校時代の友達と会って、カラオケに行ってきたんだー！,へー、カラオケかー。いいねー！,楽しい,自己開示
1_10227,引きこもっているうちに少し太ってしまったので、ランニングマシンを購入しました。,引きこもって太ってしまった人は多いですね。,楽しい,自己開示
1_10259,子どもが週に1回、慣らし保育に通うようになりました。少し手が離れて楽です。,週に1回、羽を伸ばせますね。,楽しい,自己開示
1_10291,好きなアーティストのアリーナライブに行ってきました。もう最高でしたよ！,いいですね、ライブにも種類があるんですか？,楽しい,質問(YesNo)
1_10323,野菜を細かく切り刻むのが楽しい、癖になる、どんどん刻める,そんなに刻んでも使い道がないでしょ?,楽しい,質問(YesNo)
1_10355,今更だけど、ビーズアクセサリー作るのに凝ってるの、楽しいな、こういう細かい作業大好きだ,楽しそう、でも、キーってもなりそう,楽しい,自己開示
1_10387,赤ちゃんの胎教をしてるんだけど、毎回楽しいよ。,そうなんだ。どんなことをしているの？,楽しい,あいづち
1_10419,赤ちゃんと一緒にお風呂に入ったんだ。,いいパパさんしてるじゃない。,楽しい,自己開示
1_10451,赤ちゃんがいろいろ食べるようになってきたから、楽しいよ。,それは嬉しいね。どんなものを食べるの？,楽しい,自己開示
1_10483,上の子と一緒に赤ちゃんのお世話をしたんだ。,それは良かったね。どうだった？,楽しい,自己開示
1_10515,学校の授業参観で、子供たちが合奏したの。とても楽しかった。,楽しかったでしょうね。お子さん、何を演奏したの？,楽しい,自己開示
1_10547,友達とショッピングに出かけたんだ。,良かったね。たくさんお買い物した？,楽しい,自己開示
1_10579,友人と紅葉狩りに行って、楽しんだよ。,へー、どこに行ったの？,楽しい,質問(What)
1_10611,遠方の友だちが遊びに来たんだ！,どっから来た子なの？,楽しい,質問(YesNo)
1_10643,先日テーマパークに行ってきたんですよ。,楽しそうですね。誰といったんですか？,楽しい,応答(平叙)
1_10675,夕べオンラインで飲み会をしました。,最近はやっているらしいですよね。,楽しい,自己開示
1_10707,プラモデルを作っていると時間を忘れますね。,お好きなんですね。,楽しい,自己開示
1_10739,祖父と一緒に買い物に行きます。,何を買うんですか？,楽しい,質問(What)
1_10771,旅番組を見てると、そこに行ったような気になりますよね。,そういうこともありますね。,楽しい,自己開示
1_10803,ハイキングに行ってきました。,どうでしたか？,楽しい,質問(What)
1_10835,枯葉がたくさん落ちていたので焼き芋をしました。,季節ですね。,楽しい,自己開示
1_10867,桜が満開の公園に行ったら、ボートがあったので乗ってきました。,楽しそうですね。,楽しい,自己開示
1_10899,今朝はすっかり雪が積もっていました。いま住んでいる地域では珍しいことです。,雪国の方には申し訳ないですが、たまに降る雪はワクワクしますよね。,楽しい,自己開示
1_10931,今、結婚式の披露宴で流す曲を選んでるんだ。,ワクワクしますよね、披露宴の準備って。,楽しい,自己開示
1_10963,お姉ちゃんと恋バナしてたら、盛り上がっちゃった。,よくお姉ちゃんと話すの？,楽しい,質問(YesNo)
1_10995,最近、ボイトレに通い始めたの。,すごい！もしかして、歌手志望？,楽しい,質問(YesNo)
1_11027,英語の勉強をし直してるんだけど、最近なんだか楽しいんだ。,どんなところが楽しいの？,楽しい,質問(What)
1_11059,同窓会があって、二次会まで行ってきたんだけど、すごく楽しかったわ。,二次会のどんなことが楽しかったの？,楽しい,質問(What)
1_11091,わたしは子どもがいないんですが、姪が近所に住んでいて小さい頃から可愛がっています。,子どもいないと余計に姪っ子さんは可愛いでしょう。,楽しい,自己開示
1_11123,今ね、新築の家を建てる計画をしているんだー。,お家建てるの？うらやましい！,楽しい,質問(YesNo)
1_11155,さっき子供達とシーソーに乗ってきたよ。,シーソーなんてしばらく乗ってないなぁ。,楽しい,自己開示
1_11187,彼のいる東京に行ってきたよ。,楽しかった？,楽しい,質問(YesNo)
1_11219,久しぶりに編み物を始めました。,へえ、編み物もされるんですねえ。,楽しい,自己開示
1_11251,筒美京平さんってご存じですか？,はい、有名な作曲家ですよね、私の世代なら大抵の人が知ってますよ！魅せられてとか,楽しい,応答(平叙)
1_11283,久しぶりに時間が出来て、子供たちと遊びました。楽しかったです。,子供はすぐに大きくなっちゃいますからね。,楽しい,自己開示
1_11315,3歳の姪っ子がいるんだけど、見ているといろんな発見があって、遊ぶのとっても楽しいよ。,それはいいね。小さい子のやることって大人じゃ想像つかない時あるものね。,楽しい,自己開示
1_11347,来週友達が夜お泊りに来るんだよね。夜は女子同士の話で盛り上がりそう。,おぉ、いいね！女子同士のお泊り会は楽しいよね。,楽しい,自己開示
1_11379,昨日のお昼は家に帰って1人でご飯を食べました。,そうなんですね。職場の皆さんと一緒じゃなかったんですね。,楽しい,あいづち
1_11411,いまさらなんだけどトランプにはまちゃってさ。,トランプって大人数でやると意外と面白かったりするよね。,楽しい,自己開示
1_11443,同級生で集まってBBQをしました。,夏だしBBQの時期ですよね！,楽しい,質問(YesNo)
1_11475,車好きの友達とサーキットを走りに行きました。,自分の車で走ったんですか？,楽しい,質問(YesNo)
1_11507,大学で共通の趣味を持つ友達と出会ったんだ。,へ～なんの趣味なの？,楽しい,質問(What)
1_11539,ファッションが好きで、自分で服を作ったりもしています。,自分で？デザインまでできるんですか？,楽しい,質問(YesNo)
1_11571,韓国ドラマを字幕なしで見たくて、韓国語の勉強を始めてみました。,韓国語って読むだけでも難しくないですか？,楽しい,質問(YesNo)
1_11603,先週末、子供達と散歩してたら、偶然商店街でお祭りをやってたんだー。,商店街のお祭りって、どんなことやってたの？,楽しい,質問(What)
1_11635,最近家族みんな運動不足だから、近所の体育館借りて、みんなでバドミントンしてるんだー。,へー、体育館借りてするの？なかなか本格的だね！,楽しい,質問(YesNo)
1_11667,パン作りが趣味で、家で食べる分はほとんど私が作ってるんですよ。,えっ！すごい。パン作りって面倒じゃないんですか？,楽しい,自己開示
1_11699,ウォーキングを習慣にしてるんですけど、位置情報ゲームをしながらだと楽しいですね。,あー。ドラクエとかですか。歩いて戦闘とかするんですか？,楽しい,あいづち
1_11731,週末ドッグランに行ってきました。,どうでしたか？,楽しい,質問(What)
1_11763,携帯のゲームは楽しいですよね。,そうですね。,楽しい,あいづち
1_11795,バハマの海をスピードボートでぶっ飛ばすのは楽しかったよ！,座礁とかしないの？,楽しい,質問(YesNo)
1_11827,部屋の模様替えをしているところなんだ。,模様替えって、気分が変わって良いよね。,楽しい,自己開示
1_11859,餃子を皮から手作りしてみたら、すっごく楽しかったよ。,皮から作ったの？本格的じゃん！,楽しい,質問(YesNo)
1_11891,コストコにママ友が連れて行ってくれたよ。,コストコって、大人の遊園地だよね！お買い物は満喫した？,楽しい,質問(YesNo)
1_11923,昨日子供がボディガード食べたいって言うから何のことかと思ったら、間違えたボディガーデン食べたいっていうから笑っちゃった。,ボディガーデン？,楽しい,質問(YesNo)
1_11955,ずっと行きたかったヨガ教室に行き始めました！,そうなんですか、よかったですね。,楽しい,応答(平叙)
1_11987,家電量販店でウィンドウショッピングしているよ。,何か買わないの？,楽しい,質問(YesNo)
1_12019,市民プールに行ってきたよ。,はしゃいできた？,楽しい,質問(YesNo)
1_12051,お菓子作りをしたよ。,何作ったの？,楽しい,質問(What)
1_12083,久しぶりに人生ゲームやったけど、燃えるね！,子どもの頃によくやってたなあ。,楽しい,自己開示
1_12115,手芸屋さんで、きれいな布を買ったんだよ。これで、ブラウスを作るんだ。,すごいね、自分でできるんだ。,楽しい,自己開示
1_12147,あまり出歩きたくないので、連休にプールつきのホテルに泊まってのんびり過ごしてきました。,プールつきって、豪華ですね。,楽しい,自己開示
1_12179,アパートの部屋の壁が真っ白で面白くないので、ウォールステッカーを購入して貼りました。,剥せるから賃貸でも使えるステッカーですね。,楽しい,自己開示
1_12211,今度、いとこたちとキャンプに行きます。,そうなんですね。どこでキャンプするんですか。,楽しい,あいづち
1_12243,私は、カレーは自分でスパイスをブレンドして作るんです。,本格的じゃないですか。でも、ルーが安定してません？おいしさ的に。,楽しい,質問(YesNo)
1_12275,友人たちとお花見に行ってきたよ。,どうだった？桜、結構咲いてた？,楽しい,質問(What)
1_12307,この前、犬を連れて、ドッグランに行ってきたよ。,そうだったんだ？どうだった？,楽しい,質問(What)
1_12339,車の中で音楽を聴きながら、熱唱するのが好きなんだよね～。,あ～！そういう人よく見かけるわ！,楽しい,質問(YesNo)
1_12371,帰宅してから、うさぎとじゃれ合う時間が至福のひと時だよ。,うさぎって相手してくれるの？,楽しい,質問(YesNo)
1_12403,姪っ子と一緒に、ハロウィンの飾りを作ったよ。,どんな飾りを作ったの？,楽しい,質問(What)
1_12435,今、お寺巡りをするのにハマってるんです。,お寺巡りですか？なかなか渋いご趣味ですね。,楽しい,質問(YesNo)
1_12467,大人の塗り絵を始めてみたよ。,大人の塗り絵？,楽しい,質問(YesNo)
1_12499,今年の夏は、川下りをしてきたよ！,川下りって、ちょっと怖くない？,楽しい,質問(YesNo)
1_12531,今、沖縄旅行に来てるんだ～。,まじでー！？良いなー！！,楽しい,確認
1_12563,わたしは映画が大好きなんですが、社会人になってからは映画を観に行く時間が減ってしまいました。,働き始めると、学生の頃より趣味に時間は取れませんからね。,楽しい,自己開示
1_12595,先週、待ちに待った仔犬が我が家に来ました。,そうなんですね。犬種は何ですか。,楽しい,あいづち
1_12627,私は将来、庭付きの家に住みたいです。,どうしてですか。,楽しい,質問(What)
1_12659,新婚生活が始まるんだ。彼と一緒に暮らすことを考えるだけでわくわくしちゃう！,一緒に暮らしたら何がしたい？,楽しい,質問(What)
1_12691,土曜日、毎週オンラインゲームで友達と遊んでるんだよな。,そんな遊び方あるんだ。どんなことやってるの？,楽しい,自己開示
1_12723,先日友達とアウトレットに行ってきたんだよ。,何買ったの？,楽しい,質問(What)
1_12755,仕事仲間とボウリングをしたよ～。ボウリングって楽しいよね～！,うん！わたしも大好きだよ！得意なの？,楽しい,確認
1_12787,今日は久しぶりに夫婦二人だけで、食事に出掛けたんだ～！,良かったね。何食べてきたの？,楽しい,応答(平叙)
1_12819,久しぶりにゲームセンターに行ってきました。,それはよかったですね。,楽しい,自己開示
1_12851,合唱のサークルに入って歌っています。,歌うのは気持ちよさそうですね。,楽しい,自己開示
1_12883,コスモス畑で有名な公園に、家族で遊びに行ってきました。,どうでしたか？,楽しい,質問(What)
1_12915,子どもの運動会に行ったら、うちの子が大活躍でした。,どんな風に活躍していたのですか？,楽しい,質問(What)
1_12947,SNSで趣味のグループに入ってるんですけど、そのオフ会に行ってきました。,趣味仲間の集まりってことですね。,楽しい,自己開示
1_12979,今、コーヒー豆にはまってるよ。,けっこう味が違うの？,楽しい,質問(YesNo)
1_13011,この前、友達とバーベキューをしました！,いいですね。自宅でしたんですか？,楽しい,応答(平叙)
1_13043,大きいゲームセンターに友達と行ったんです。そこで、UFOキャッチャーをプレイしました。,へえ、何のUFOキャッチャーですか？,楽しい,質問(What)
1_13075,学生の頃の趣味は、ママチャリで遠出することだったの。,遠出って、どのぐらい？,楽しい,質問(What)
1_13107,今日はドライブに行ってきました。,どちらまで行かれたんですか？,楽しい,質問(What)
1_13139,ついに、今年のボジョレーヌーヴォーが手に入ったの。今、じっくり味わってて最高の気分よ。,今年の出来はどうですか？,楽しい,質問(What)
1_13171,100円ショップに買い物に行ってきました。,100均ですか、私もよく行きます。,楽しい,質問(YesNo)
1_13203,お風呂が大好きなんです。,そうなんですか？,楽しい,確認
1_13235,最近フリマアプリで買い物をすることにハマっています。,そうなんですね。どうしてフリマアプリにハマっているのですか？,楽しい,あいづち
1_13267,ダイエットのためにヨガに通い始めたの。,健康によさそうだもんね。それにリラックスできそう。,楽しい,自己開示
1_13299,友達におすすめされた小説を読んでいます。,どんなお話なんですか？,楽しい,質問(What)
1_13331,今日は、子どもと一緒にクリスマスツリーに飾り付けをして楽しかったよ。,かわいく出来た？,楽しい,質問(YesNo)
1_13363,ママ友と集まって、クリスマス会をしたよ。,楽しめた？,楽しい,質問(YesNo)
1_13395,春から通う高校の制服を試着してきたよ。,どうだった？似合ってた？,楽しい,質問(What)
1_13427,先日友人たちとスポッチャに行ったんだけど、すっごく楽しかったわ。,スポッチャって何ができるところなの？,楽しい,質問(What)
1_13459,明日、ＣＡの制服を試着するからとっても楽しみなの。,それはいいね。制服を着ただけで、テンション上がりそう。,楽しい,自己開示
1_13491,アップしたYouTube動画がたくさん再生されているから、とても楽しいよ。,それは、投稿した甲斐があったね。,楽しい,自己開示
1_13523,フランスの美術館へ行ったら、教科書に載ってるような作品がたくさんあって、見つけるのが楽しかったよ。,フランスにはルーヴル美術館とか、有名な美術館が多いもんね。,楽しい,自己開示
1_13555,モンサンミッシェルに行ったら、砂浜に降りて歩くこともできたんだよ。,それはとても貴重な体験をしたね。,楽しい,自己開示
1_13587,久しぶりに一人で過ごすから、なんだか気楽で嬉しいよ。,たまには、一人もいいよね。,楽しい,自己開示
1_13619,夫の退職金で、今度旅行をするんです。,羨ましいですね。どこへ行くんですか？,楽しい,応答(平叙)
1_13651,お菓子パーティーをしたんだよ。,どんな感じだった？,楽しい,質問(What)
1_13683,子供たちと鬼ごっこしたよ。,体力続いた？,楽しい,質問(YesNo)
1_13715,話題のゲームを買ったよ。,もう遊んだ？,楽しい,質問(YesNo)
1_13747,ジェットコースターに乗ったんだ。,どんな感じだった？,楽しい,質問(What)
1_13779,このごろ動画にハマってるんだー！,へー、何の動画？,楽しい,質問(What)
1_13811,趣味で楽器演奏始めたんだ。,いいね。何の楽器始めたの？,楽しい,応答(平叙)
1_13843,新しいバイト先も慣れてきて、最近、行くのが楽しいんだ。,それは良かったね。どんなところでバイトしてるの？,楽しい,自己開示
1_13875,今日は、姪っ子とトランプをして楽しみました。,姪っ子さんとはよく遊ぶんですか？,楽しい,質問(YesNo)
1_13907,最近、楽しんでる日課は、うちにいる子猫の成長日記をブログに書くことなんだ。,毎日書いてるの？,楽しい,質問(YesNo)
1_13939,ホームベーカリーでパンを作るのは楽しいわ～。,そうよね。好きな材料を入れられるし。,楽しい,あいづち
1_13971,サイパンに住んでる時、夕陽を見ながらビーチロードを走るのが楽しかったなあ。,気持ち良さそうだね～。,楽しい,自己開示
1_14003,自分用にLINEスタンプを作るのにハマってるんです。楽しいですよ。,へえ。あれって作れるもんなんですか？,楽しい,あいづち
1_14035,友達とカラオケでオールしてきたのよ。,オールかー。楽しかった？,楽しい,自己開示
1_14067,ママ友たちと一緒に、カフェへ行くんだ。,それは楽しみだね。何人くらい集まるの？,楽しい,自己開示
1_14099,今日、子供たちと一緒にバザーを楽しんだんだ。,良かったね。何か良い品は見つかった？,楽しい,自己開示
1_14131,子供の運動会に、おじいちゃんおばあちゃん達も集まるから、楽しみなの。,大勢で応援するんだ。いいね！,楽しい,自己開示
1_14163,地域の組長をしているんだけど、意外と楽しいものだよ。,組長を楽しめるなんて、すごいね。,楽しい,自己開示
1_14195,子供と一緒に、動物エサやり体験をしたんだ。,それは良かったね。お子さん、喜んでた？,楽しい,自己開示
1_14227,昨日お花見をして、とっても盛り上がったんだ。,いいなぁ。桜、きれいだった？,楽しい,自己開示
1_14259,美味しいと評判のデリバリーを、家族で楽しんだんだ。,いいね。何を食べたの？,楽しい,自己開示
1_14291,昨日、久しぶりに父親と将棋をして楽しかったよ。,いいね。今、将棋ブームだしね。,楽しい,自己開示
1_14323,白内障の手術を受けたら、目がとてもよく見えるようになったんですよ。,それは良かったですね。嬉しいですね。,楽しい,自己開示
1_14355,ホワイトニングで、どんどん歯が白くなってきてるんだ。,効果が出てくるのって、嬉しいね。,楽しい,自己開示
1_14387,彼氏とUSJに行って、とても楽しかったよ。,それは良かったね。,楽しい,自己開示
