ユーザ,システム
え、あそこはどうなったんですか、学生課とか、事務方の方は。,応答なし
朝ご飯おごるわ。朝ご飯食べた?,応答なし
うーん。,応答なし
2人を世話してたんだからね、去年は。就職をね、静岡か島田かその辺、その近辺で探して。,応答なし
じゃないのかな。,応答なし
駐車場で迷う。うーん、私は独身だぞ。,あそこ行く
今、26分。,あっそうだっけ?25分に
だからブックカバーにしようかなと思ったわけよ、C君に、ね。,応答なし
うん。たいてい、あの、だから302の側道、まだできてないじゃん。環状2号の側道をダーッと走っていくから、朝。,応答なし
まだ行ってない。,そうだ、でもさーすがにねえもう行
さん、3月だったか、手帳も買わなきゃいけないし。ああ、お風呂入って、あ、お風呂入ろう。入ってからまたやる?ねえ、そうしよう。,応答なし
ねえ。い、言われればわかるけどさ、そんなわざわざ使うほどの言葉じゃないよね。ふうふうするの方がまだ使わない?,応答なし
普通にハンバーグとしておいしいよ。卵も食べたかったら。,そうだね
韓国の方、英語の発音が、本当に発音きれいですよね。,うーんと韓国
お歳暮でもらった高いノリ、いろいろ使いたいのにさー、娘は全部そのまま食うの。パリパリパリパリ。,応答なし
うん。お花屋さんに。,応答なし
今あんの?あっ、そう?,応答なし
マイク。あ、なんかぴくぴくしてるじゃん。,応答なし
図書館ってさ、分館の本とかって借りれるの?,応答なし
とり団子なべ作ってんけど、来ん?って、食う?って。,応答なし
ふーん。そうなんだ。,うん、それはわかるよねえけどさあ
うん。いいなあ。あっ、か、かっこいいよね。,応答なし
イギリス旅行で30万じゃきついんじゃないのってBちゃんに言ったの。で、しかもわたしさー、けちけちにしすぎるのは嫌だしさ。,そう
ああ、「アルマゲドン」。,応答なし
ねー。,そうだと思いますけど、私も何にも考えなくていいですよ
普通にハに点々でいいから。,応答なし
ちょっ、ちょっとやばいよねー。っていうか、Q君はちょっとイメチェンをした方がいいというか。,応答なし
でも部屋なんか一部屋しかいらないのね、絶対に。だからもったいない、とってんの。,応答なし
中国政治学びに中國留学しなきゃいけないけど、手続きが上手くいかなくて、それだけで何年も待つ人もいるぐらいなんだけどね。,応答なし
私あんまり電気製品をね、買ったことがないので。今まで自分で買ったのは、パソコンとか、CDのデッキとかそういうのぐらいで。パソコンはね、我ながら賢と思うい買い方したなって。ヤマダ電機ってあるじゃない。,応答なし
心理学学会で、河合隼雄さん対談したんだったかもしれない。,応答なし
男の、神主さんじゃない?,応答なし
参加すべきだったでしょ、あたしね。もうちょっと早く言ってくれればねえ、出れたのにさあ。,応答なし
あるでしょう。うん。うちの辞典ばかにしないでよ。,さんが
横浜にいるの?1週間。東京も行くか。,応答なし
そんな親に言われるとなんか、もう何もできない。,でもさーそういうのって
そうなのー。,え、できんかったらさあどうするんかなと思って
そうなんだ。マルセイエイズってなあに?,応答なし
ある?,応答なし
ほんと。,応答なし
うん、使うんかな。,応答なし
うーんん、うんうんうん。,応答なし
日本人にとっても似てる。,そっかー、そうなんだねえとかいって感じだよ
授業で何やればいいか、パニクってた頃と比べたらずいぶんなんか、楽な状態じゃない。,応答なし
ところで一応、とにかくクッキーと、えー、クッキーはもう決まっちゃったし、あと、できなかったらできないでもうクッキーだけにして、小物はまた別に、ね。クッキーだけでいんじゃないかしら。とりあえずは、うん。できたらちょっとあの、ほら、材料が、私、靴をね、子どもたちに靴をさあ、と思ったけどなかなか今そのバレーシューズの布製っていうのがないのよ。で、それが,応答なし
自分のカード。,応答なし
の側道か?,応答なし
俺のやりたいパチンコ機種のソフトがプレステ2とかで出るなら買わないけど、出なけりゃ台を買うしかないしょう。,応答なし
えーっ、だってー、えー、行かないと思うよ、別に。うん。わたし、学部の卒業旅行も、考えてみたら、わたしはするべき人でもない、かったことない?,応答なし
あーそうなんだ。,ね、うんまあいっかって思っちゃったかなと思って
ブラジルの人。,応答なし
州?,応答なし
うん。そうだね。ちょっとEちゃんに聞いとこうか、そこら辺。,応答なし
お元気?,もうほとんど食べなくなった。でも私もちょっと好きで、なんかこう
がっつきそう。でもあれって結構上品な食事やんねえ。えー、楽しみや、温泉。,応答なし
キルフェボンってお店、浜松にあるみたいだよ。,へえーすごいですね
えっ、今日お願いとかいって、そんないきなり言わないでくださいって感じだね。うん。,応答なし
やってたじゃん。,応答なし
まあ、そりゃあねえ、あのー、最大のイベント済んだから、あとは淡々と半年でちょんかもしらんけど。次は帰るのがイベントになるやろけど。ほやけどいろいろお金掛かってると思うねんけど。帰るにあたってやね、また荷造りして一部船で送ったりせんとあかんと思うねんけどな、俺は。,応答なし
そうそうそうそう、何かこう、何かが近づいてきてそれをこうつかんだ瞬間にもう遠くに行っちゃってっていう感じだよね。,ほん
その検査で、検査で。違う、牛が。,応答なし
本当。,応答なし
うんうんうん。,応答なし
お父さん4年、海外勤務って結構長いね。,応答なし
で、基本的には、細かい調整はー、右手でー後ろのトレーラーでー、調整すればいいだけでー。ま、その、適切なギアを選ぶっていうのは、やっぱり自分の感覚じゃないとわかんねえから。常に一定の軽さになるように調節しながら乗らないと。チャリで一番大事なのは、なんか重いギアをなんか力いっぱい踏むことじゃなくて、軽、軽めのギアでー、回転を稼ぐの方が大事だから,そう
あります、あります。どんどんあれですね、建て替えて。,応答なし
結構残酷やねー。,ほんとにすごいよ、こんなところであんなふう
そうよね。それが悪いとも思わないし。私もよく考えたら、親は私が中心ではなかったし。親は親の楽しみの方が大事だったであろうとかって思ってたんやんか。子どもっていうのは飾りみたいなもんやなって。で、それは悪いふうにも見えるけど、よう考えたら、そんなもんちゃうかとかって思って。それを、全部犠牲にしましたとかっていうのも、よっぽどの、なんていうのか、深さが、,応答なし
うーん、わかる、それ。,応答なし
あ、でもだいぶ前の話よ、それは。,応答なし
大学んときさあ、水曜日朝練だったじゃんね。5時半起きでなんかすごい中途半端な時間だもんでー、すごい混んで間に合わんもんでー、8時からなんだけど6時ぐらいのに出るじゃんね。,でも
むかつけ。あーあ。,応答なし
だから屋根もその3か月ぐらい。かわ、あれを落としてそれからペンキ塗って、3回。,応答なし
和紙人形のいっぱいあるねえ。,そうだよー、そうなんだよ私も
うーん。でもねー、なんかバスがなかなか来なかったりするじゃん、目白からの。だからねー、1時間半ぐらい、うん、見て。でも間に合わなくっていっつもギリギリ。うん。,応答なし
あれ、懐メロ、あれをさ、あれのなんかどれかをコピーしたカセットが出てきてさ、ダビング。それをねー、最近聞いてる。チャンチャンチャンチャン、チャンチャンチャンチャン、チャンチャンチャンチャン、チャンチャンチャンチャン。,応答なし
だからSさんなんかこちらの手駒を使われちゃ困るから、ほかの人にしてもらった方がいいんじゃない?いや、なんでSさん。,応答なし
うん。,応答なし
そうそうそうそうそう、なんか。,ふーんそうなのよねえ
だれに言われとった。,応答なし
オッケー、オッケー。,応答なし
あー、化粧濃い。,そうだねえさっきからすごいおもしろい
わかった。サラダと、えっとー、こっちかこっちかのパスタか、テリーヌかにして、で、鴨か,応答なし
よいしょ。,応答なし
私、果物が柔らかくなってから食べるっていうのがいまいちなんだよね。,そう
だから、宿題に出すのはあれだけど。,大に行くこと決めた
M。えーっとX。,応答なし
若いとき勢いもあるしさー。留学は刺激になったんだね。,なん
いっか。,あ、ほんとに?うんーんっていうよりはね
いろいろ考え方はあるからみんながみんな同じじゃないでしょうけど。まあ、でも、そうはいうても理科系の人も、英語とか大事だもんね、今。論文書いたりするの。,応答なし
そんなことないんですけど、知らないので、ついてか。,あーっと思っても
先、およそ10キロ先右方向です。,応答なし
ああ。ウエイトレス。でもなあ。でも1回行ってみたいと思う。,応答なし
こうていえき。,応答なし
わたし、ちょっとバター・トーストも頼んじゃおうかな。,応答なし
私が思うに朝のさ番組としてはもう、連続ドラマよかずっとおもしろい。,そ
でさ、私が先に帰ったんだよねー。うん、あ、あんときなんかほら変な日本人がいたじゃん、ギターかなんか弾きながら歌って、変なって言っちゃ失礼だけど。,応答なし
ジャスコもねー、ジャスコも見たいから、そろそろ行こっか。,応答なし
うん、で、その理由を今から説明する。これなんだって。,応答なし
やばい。で、でも何気にちゃんと聞いてるとちゃんとしてることやってるんだけどね。,応答なし
うん。知らない。,なんかねー、まあねえっていうかやっぱ
立てようかー。,あ、そうだねえ?なんかさっさと終わって
まじで?,応答なし
高くないかー?,応答なし
やらせたいけど。まだ時間があるー。,もう、さんがねえ
やっぱり工学部は女子が少ないんですね。,応答なし
でもそしたら、ちょっとすぎるかしら。ちょっとすぎるというか,応答なし
もうほんとに、おっさん来てくれんのがちょっとショック。,でも
はい。,え、じゃあ1人暮らしするには
知り合いの柴犬が元気だったころ、主人が出張で、1週間ぐらい留守したのかな。で帰ってきたて、鍵開けたら玄関でこうやって伏せてるの。,応答なし
うん、ま、この、この人をー、あ、わかるよね。,そうです
たぶん大丈夫。,ほんと?今何がいいんだ
なーんだろう。何かあったよね。,応答なし
うらやますい。,応答なし
だけど何かあれ期限あるかもしれんとか言って。結局、何?使う、1か月に1回頻度だったら買うだけむだかなとかって、いろいろ考えてさー。,応答なし
あー、そっくり。,応答なし
おにい、お姉さんの仕事のやつじゃなくて、お兄さんの、何か忘れたけど。,応答なし
そうなんですよね。,応答なし
乾杯してジャンっていうひと中にはいるよね。,応答なし
外歩くときにね、向こうからいらっしゃる方のお顔がよくわからないのね。それで眼鏡買ったのよー。,そう
店どうだったっていうのはコメントしてない、私、それに対して。ほかのことで。,応答なし
あっ、そうですか。,応答なし
ソウルメイト。,応答なし
そうそうそうそう。で、でも買っちゃったから、ああいうふうに出しててー。でもねえ、合わせて2300円だか2400円だかぐらいするんだけど、1000円ぐらいなの。,応答なし
えっ、1か月ー?,応答なし
うーん、ピナレロはあったんじゃねえか。あ、チネ、チネリがあったな、古いやつな。,応答なし
ふーん、じゃあよかった。,うん?なんかさ
5時半か。5時半。,1個?2
そうかなー。,なんか、先生も言ってたよねえ・何か
おでんのあともうどんやで。,何が変わった?え
Zだよ、うん。そう、んで、知らないカップルのうちに行ってー、でー、知らな、初めてそこで会う人なんかもいたのにー、それなのにさー、こうー、ま、みんなで毛布掛けてー、こうクッションかなんかの上に横たわって、見てたんだけど、ほんっとに爆睡してしまって。1、2、3、どれも、,応答なし
それを言うな。悲しくなるから。,そしたらね、もうお母さんの
あっ、値段を決めようー。,応答なし
じゃあ、これが正しいんですね。,応答なし
あー。えっ、やっぱさ、車で、こうさー、タクシーとか乗って、見学とか行けんのかな?,応答なし
ダウンロードできるかな。,応答なし
でもねー、なんかー。,うん?そうよって言うかなあと思って
なんだっけ、なんかがあった、忘れちゃった。,応答なし
友達ーの車でー、夜中、出てって。,応答なし
うんうん。すごく長かった。うん。,なんで?
ふーん。,ね、すごいさばけるのよこれはおもしろい
やること一緒かな、もしかして。,応答なし
今の子どもは習い事で英語やってると思う。,応答なし
ポンとかって。,応答なし
自分が知らない木の名前とかもあるわけでしょう。そういう時は子供にどうやっておしえるの?,応答なし
ほんとはね、マイクの存在なんか忘れるとかって言ってたけど、忘れないよね、こんな。,応答なし
うん。ほんとにつくづくそう思った。,応答なし
なんで手羽先わざわざ買ってこなきゃいけないんだ、俺が。,応答なし
すごいじゃん。,へえーとか思うけど、でもほんとにやっぱり
、結構さ、理系の人って結構さ、あれじゃん。浪人するじゃん。文系ってあんまり、こうなんか、私大へ行っちゃうとか。うん。あっ、いないや全然、たぶん。,応答なし
確かに仕事だけが生きがいっていうのももう、それがなくなっちゃった、例えば事故とかそういうことでできなくなっちゃったときに、何もなくなっちゃうもんねー。,そう
うん。私は、Eメールで出したらー、はがきで返ってきて。,そう
そんな気もする。なんかそこまでかける時間がもったいない気がしてしかたがない。,応答なし
Q大の次期ですね。何気に入試とかだしね。浪人の人とかはね。もうあれじゃん、センターとかさ、秒読みじゃない?,応答なし
いないかー。,うん、それはそれでいいのかなあと思ってるんだけど
甥、幼稚園に合格しましたよー。行けることになったよー。うーん。,応答なし
うちのお母さんみたいなそういうさあ。古くっさいことを言うじゃない。,そうよ
駅ー。あー、あんまし食べない。,なん
5人分料理の材料を買うのは楽。でも量は多いよね。洗い物とかっていうのはすごい。,私の
えい。よいしょ。切れたかしら。,あ、でもなん
病気もだけどやっぱり目が見えないっての、い、一番気の毒だと私は思う。,
大変だ、それは。,ほんとにー?すごいよねえとかもさ
フランスの政府がお金を出して、やってる学校があるんだけど、すごくね、月謝が安いのよ。3か月で、2万円だか3万円だか。,応答なし
イタリア語わかんないんですけどね、マンマはまあ何となく、ママと言ってるだろうと。いちいちマンマかって聞かれるのね。あの、マンマと一緒でかわいそう。,応答なし
あ、電話、大丈夫?,応答なし
自分の人生の下地ができませんっていう、危機感を感じ出してしまってね。だめじゃないかーって。,そう
やめんのかい。ここまで来てやめんのかい。,応答なし
すごいでしょう?,応答なし
うん。,応答なし
プロモーションビデオ?,応答なし
ふーん、インターミディエート・ジャパニーズ。あー、はいはいはいはいはい。うーん、なるほど、なるほど。,応答なし
そうそう、聞いたんだよね。したらやっぱあのときに、ちょうど、その、私、修論は必ずその、か、返すっていうか、本人の、で、なんか、私たちのちょっと前ぐらいだと、まあ一応返すような、まあ、あいまいっていうか。それで、今だとほんとに返してるんだけど、ちょうどその転換の時期だったらしくて、たぶん、たぶん学校にはあるでしょうけど、この間、研究室の中で探し,応答なし
うん。,応答なし
それってメールで送ったの?内容は。,応答なし
あ、そうなんだ。,そうですねーさんにお任せしました
で、これ、F先生聞いてくれるかなー。,応答なし
和光大学。わ、和光っていうのは、あの、埼玉かと思ったら違った。埼玉県に和光市っていうとこがあるから、あそこかと思ったら違うんですよね。町田市、和光大学。,応答なし
ねー。,うん、だからそうだと思うよっていうのも書いておいた方が
そうそう、おもしろくてさー。なんか、ちょっとお金ないんだけどさ、ちょっと、なんか入れてくれたりさ。,応答なし
4か月以降測ってない。,うん、だからその辺でもう何回もやって
うん。今年度は12月いっぱいで終わるから、もうそうなったら行かなくてもよくて、そうすると。午前中だけ。,応答なし
かわいいよね。かわいいけど、悪い子なんだよ。だれもいないとき、だれもいないときにね、台所でね、1人で、あな、あも、ものあさってんの。悪でしょー。かわいい顔して悪なんだよ、あいつ。,応答なし
みんなで。,応答なし
みんな、両方すきを見て、ほんで。,応答なし
一応タイトルは、自伝になってる。自分の心の中のことを書いただけですみたいな、サブタイトルにはなってるけど。うん、なかなか気持ち悪い。あんなん初めてや。,応答なし
私は日本の文化には合わないと思う。,わかるよー、すごいねえって言ったらさ
ごめんね。確かに私も、人でなしのやることをしてるとは思う。,でも
で、今度返事来ないから、ほんとにほんとにひどかったんじゃとか、またさらに。,
忙しいっつうか、だからせわしないってのは、なんかせかせかしてるっていうか、せかせかするかな。,応答なし
6年教えたら、一応半年か1年休める規定はあるけども、みんな使ってないですね。,応答なし
絶対やられる。ほら、やられた。,でもねー、「あかんかった
今はね、日本も、中高年の女の人は暇があるから、そこそこお金があれば、あか抜けた人はいるじゃない?男ね、問題は。これは、これはちょっと時間かかりそうね。今の若い子たちが、中高年になれば、それなり,応答なし
えらい移りますね。,応答なし
一番理想的なのは朝6時とかに起きます。それで何も食べず4、5時間、パアーッと。もうすごく動けるの。,応答なし
今は、でもまだ、そんなに映ってないかな。でももうわかる?,応答なし
なんか、あのー、Bとかでも、自立しているようで、ようでって、自立してんやけど、家族仲はすごい、いいとか。,そう
じゃ高島屋かもしれん。,応答なし
大学の日本語教育の求人が載っているサイトもあるのね。で、見てたら、G大の留学生センターが任期期限つきの講師とかいうので出てて、2年とか1年だったかな、でも更新ありなんだって。で、専任なんだ、ちゃんと。,応答なし
「マテリアル・ガール」っていうマドンナの曲が、あるじゃん。,応答なし
でも積極的にやらんから。,あ、そうなんだーちゃんねって聞いたら
うん。で、だしかなー。,応答なし
この時期はー、私、あひ、この時期は、、表を作ってた。,応答なし
ええっ。,応答なし
うんうんうん。,応答なし
そうそうそう。,あ、そうなんだー?何でそんな
ユングの自伝は、なんか、意味はあんまりわからなかった。,応答なし
不思議だよねー。べつに嫌いじゃないけどさー、好きじゃないよ。そんな。,応答なし
そうねえ、来すぎてる気がする。,まあその辺はや
ベビーシッター子って、日本人のこどもなんでしょ。,応答なし
そうなんですよね。,応答なし
あ、でもそうじゃない?Jちゃんとかだってさー、1年のさー、お年玉たまるの100万近いらしいじゃん。,応答なし
本当?,応答なし
そう、ウチウキ,応答なし
そうですね。そのあと、そうですね、定年でお辞めになる方が出てくるから。来年、再来年あたりが一番、,応答なし
エルムアベニューヘルスセンター。これなんて読むの?ゴダード?,応答なし
見ないよね。,いいなー、かわいそうだって思ったもんさあ
え、どこの人なの、その人。,応答なし
イチョウの葉エキスと。イチョウの葉、それね、あのー、お徳用で買うとね、変な話。3か月のお得用があって、あの、それだと3か月分入ってて、で、またまたちょっと割安になるんですけど、それをね。,応答なし
とりあえず四角だったけど。,うん、ほんとはこうちゃんとこっちに
これこれ、受かるね。こ、これはね。,応答なし
明日3時までなんだよね。,応答なし
あーでも楽器やりたいなーって思ったね、リコーダーとかクラリネット久しぶりに吹いたら。,ほん
私の友達、今日は1、3、4限って入ってるのかな。でも今日、朝来なかったの。,応答なし
私たちに聞かせてほしいね、うーん。,応答なし
そうそうそうそう、面倒くさい。,うんねーやっぱりさん
白川郷って湯たんぽサービスとか、あるかな。なんか、暖房だけでは寒そうだけど。,応答なし
何かそんな額じゃなかったよ、その子どもの家はー。そんな、見たときびっくりしなかったもん。何かさー、岡崎今さ、こないだ市長が替わってからさー、あのー、ただ、医療費ただが5歳までに引き上げられたとかさー。,応答なし
いやいや。,うん、なんかねーそういう感じがするなあ
えーっと、26ですね。,27じゃないですか?
みんな大きい車に乗りすぎなのよ、日本みたいな小さなとこで。,応答なし
お互いに、珍しい名前ですねーって言われませんか。,すごいよさそうだ
あのーほら、横浜の方とかさあ。,応答なし
眠いとか言って。,応答なし
あなたもあそこのパスタ屋さん行ったことあるの?しかも彼氏と?まじで?,応答なし
1日はきついよねーとか言って。,そうだよ、でもほんとに
そっかー。私、この前、つい最近、Hさんに会って、で。,応答なし
こないだそう、なんか鎖を切ってねえ、逃げ出したらしい。,だから
うん。あんまり。,応答なし
うーん、そうだね。どうしよー。結構高いんだーと思って、びっくりしちゃった、これ。あー、じゃまたー。,応答なし
うん。,応答なし
この時間に食べると太るんだ。,うん、それなりにねーやったから
うん。,応答なし
要は電気自動車?,応答なし
お兄ちゃん?,応答なし
考えるきっかけ、を与えてくれたなーと思って。,応答なし
海鮮なべってなんか食べたね、昔。韓国でなんか。,応答なし
えっと、な、何をやってらっしゃるんですか。,応答なし
ん?ちょ待てよ。町、あれ、岐阜県、白鳥町、岐阜県郡上郡白鳥町か、あれは。,応答なし
うん。バスで、回っていくツアー。,応答なし
大学院卒業旅行は行かない。,でね、それなりにいろとやってた
やばいよ。,なんかね、この前ちょっとだけ行ってさーすごい寒かった
月曜日までのシラバスは作ってあるけどそのあとが全く作れてないんだよね。,応答なし
ここだろ。いてえよ、触んなよ、そこ。,応答なし
あ、そうなのー。,ねえ先生がすごいいい人だからあんまり関係
サラダセットでいい?,応答なし
うーん。全然やる気が出ない。,ほんとにね、やっぱ
うんうん。,応答なし
チャーリーエンジェル?わかんない。,応答なし
でも、でも話す内容はべつにそういうことじゃないでしょう?,応答なし
あんたに韓国の歴史語ってもらってそれをレポートとしてまとめとけばよかったな。,応答なし
でも、やっぱり中国から来た留学生は、自分たちがその世界の中心だというような意識を持っているでしょう、日本人より。,応答なし
なんかさー、トイレットペーパーがしなしなになりそう。,応答なし
ほんと旅行、楽しかったねー。,はい?どう
